Question,label
"Find the solution set for the system of equations: 3x + 2y = 12 -x + 4y = 11 A) x = 2, y = 3 B) x = 4, y = 0 C) x = 3, y = 1.5 D) No solution exists E) Infinitely many solutions exist",6
"Let f(n) be the number of positive integer solutions to the equation x² + y² = n, where x and y are positive integers. What is the largest value of n ≤ 1000 for which f(n) is odd?",4
"A conical pile of sand is being formed as sand falls from a conveyor belt. The radius of the base of the cone increases at a constant rate of 2 cm/min, while the height of the cone remains constant at 5 cm. How fast is the volume of the sand pile increasing when the radius is 10 cm?",2
"In a large population, height follows a normal distribution with mean 170 cm and standard deviation 10 cm. If a person is randomly selected, what's the probability their height exceeds 185 cm? Give your answer as a percentage rounded to two decimal places.",3
"A continuous function f(x) is defined on the interval [0, 1] such that f(0) = 0 and f(1) = 1. Determine the maximum possible value of the integral from 0 to 1 of [f(x) - x]^2 dx.",2
"A light source is placed at one focus of a prolate spheroid mirror. Calculate the ratio of the distance traveled by a light ray that reflects off the mirror at the end of the major axis to the distance traveled by a light ray that reflects off the mirror at the end of the minor axis, before both rays reach the other focus.",1
"Let M be an n×n matrix where n ≥ 3. The entries of M are given by m_ij = sin(iπ/n + jπ/n) for all i,j. Calculate the determinant of 2I - M, where I is the n×n identity matrix.",6
"For a given set of n distinct positive integers a1, a2, ..., an, what is the supremum of the expression Π(i=1 to n)(x - ai)² over all real numbers x?",2
"For a set of n points on a number line, each located at a coordinate between 0 and 1 inclusive, what is the maximum possible sum of the squares of all pairwise distances between the points?",2
"A particle moves along a curve defined by x(t) = t^2, y(t) = t^3, and z(t) = t^4. Determine the maximum rate of change of the particle's distance from the origin with respect to time t, for 0 ≤ t ≤ 1.",2
Let R be the ring of continuous functions from the unit circle S¹ to the complex numbers. Show that R is not a principal ideal domain by constructing two functions f and g in R such that the ideal generated by f and g is not principal.,7
"In a game show, contestants must guess a 4-digit PIN. The host reveals that multiplying the first and third digits gives the same result as multiplying the second and fourth digits. If all digits are prime numbers, how many possible PINs satisfy this condition?",5
"Suppose R is a ring with unity such that for all x in R, x^4 = x^2. Show that R is commutative.",7
"Let M be an m × m matrix where each element m_ij is equal to the number of distinct prime factors of |i - j| + 1. For m = 5, calculate the rank of M.",6
Determine the surface area of the solid formed by revolving the curve y = e^x cos(x) about the x-axis from x = 0 to x = π/2.,2
"In a social network with n users, let A be the adjacency matrix where a_ij = 1 if users i and j are connected, and 0 otherwise. Prove that the number of paths of length k between any two users is given by the corresponding entry in A^k.",6
"Let R be the ring of all continuous functions from the real line to itself. Prove that R has no non-trivial idempotent elements (elements e such that e² = e, other than 0 and 1).",7
"A quality control system classifies products as ""premium"" if [√w] + [√h] is even, where w and h are the product's width and height in centimeters. Given that w is normally distributed with mean 50 cm and standard deviation 5 cm, and h follows a uniform distribution between 80 cm and 120 cm, what's the probability of a product being classified as ""premium""?",3
"Let vector $\vec{v} = (2, -3, 1)$ and matrix $A = \begin{pmatrix} 0 & 1 & -1 \\ 2 & -1 & 0 \\ 1 & 1 & 1 \end{pmatrix}$. Determine the coordinates of the resulting vector when $A\vec{v}$ is computed. Then, find the magnitude of this new vector.",6
"In a 3D coordinate system, three vectors p⃗ = (3, -1, 2), q⃗ = (1, 2, -1), and r⃗ = (2, 1, 2) form a parallelepiped. Calculate the volume of this parallelepiped using the scalar triple product. Round your answer to two decimal places.",6
"For how many positive integers x less than 1000 does the equation $\lceil\frac{x}{2}\rceil + \lceil\frac{x}{3}\rceil + \lceil\frac{x}{6}\rceil = x$ hold true? Here, $\lceil y \rceil$ represents the ceiling function.",4
"Determine the number of ordered pairs (x, y) of positive integers satisfying the equation φ(x) + φ(y) = xy, where φ is Euler's totient function.",4
Evaluate the improper integral $\int_0^{\infty} \frac{x^2}{(1+x^2)^2} dx$ using an appropriate substitution or technique.,2
"Let u⃗ = (1, -2, 3) and v⃗ = (2, 1, -1). Find a unit vector w⃗ that is perpendicular to both u⃗ and v⃗. Express your answer in terms of unit vector components.",6
"In a vector space V, vectors u = (1, -2, 3) and v = (2, 1, -1) are given. Which of the following statements is true? (A) u and v are linearly dependent (B) u and v span a 3-dimensional subspace of V (C) The dot product of u and v is zero (D) u and v are orthogonal (E) The cross product of u and v is (1, 7, 5)",6
"Find the smallest positive integer n for which there exist exactly 10 pairs of primes (p, q) satisfying p + q = n and |p - q| is a power of 2.",4
"For an n × n matrix M, define its ""diamond sum"" as the sum of elements along the two main diagonals and the middle row and column. If P is an n × n permutation matrix, prove that the diamond sum of PMP^T is invariant for all permutation matrices P, where P^T is the transpose of P.",6
"In a chemical reaction, the concentrations of n substances A1, A2, ..., An are measured at regular intervals. If each concentration Ai is between 0 and 1 mol/L, what is the maximum possible value of ∑(Ai - Aj)^2 for all i ≠ j?",2
"Given a continuous function f(x) on the interval [0, 1], prove that there exists a point c in (0, 1) such that ∫(0 to c) f(x)dx = ∫(c to 1) f(x)dx, and find the maximum value of ∫(0 to 1) |f(x) - f(c)|dx.",2
Consider the ring Z[i] of Gaussian integers. Demonstrate that the ideal generated by 2+i is a prime ideal in Z[i].,7
A spherical balloon is inflating such that its volume V (in cubic centimeters) at time t seconds is given by V = t³ + 2t² + 3t. What is the rate of change of the balloon's surface area when its radius is 2 centimeters?,2
"Let $M$ be an $n \times n$ matrix where $n \geq 3$. If $M_{ij} = \sin(i\phi + j\phi)$ for all $i,j$, and $\phi = \pi/n$, calculate the trace of $M^T M$.",6
Let G be a topological group and H a normal subgroup of G. Prove that the quotient group G/H with the quotient topology is a topological group.,7
"For a square matrix A of size n, define the operation ⋄ such that (A⋄B)_ij = max(a_ik + b_kj) for k=1 to n. If A_ij = i^j, find the sum of all entries in A⋄A.",6
"A password consists of 8 characters, each being a lowercase letter (a-z) or a digit (0-9). How many valid passwords are there if no two consecutive characters can be the same, and the password must start with a letter and end with a digit?",5
"Let A be a 3x3 matrix with eigenvalues λ₁ = 2, λ₂ = -1, and λ₃ = 3. If v₁, v₂, and v₃ are the corresponding eigenvectors, prove that {v₁, v₂, v₃} forms a basis for ℝ³. Then, express the vector w = (1, 1, 1) as a linear combination of these eigenvectors.",6
Consider an $n \times n$ matrix $E$ where each element $e_{ij}$ is the least common multiple (LCM) of $i$ and $j$. Prove or disprove that $E$ is always invertible for $n \geq 2$.,6
"Consider a square matrix A of size n × n, where each entry a_ij is defined as the greatest common divisor of i and j. Determine the determinant of A in terms of n.",6
"The population of bacteria in a petri dish doubles every 30 minutes. If the initial population is 1000 bacteria, at what rate (in bacteria per minute) is the population increasing after 2 hours?",2
"Define f(x,y) = (e^(x+y) - 1) / (x + y) for (x,y) ≠ (0,0), and f(0,0) = 1. Prove or disprove that f is continuous at (0,0) using the ε-δ definition of continuity.",2
"Suppose f: X → Y is a continuous surjective map between topological spaces, where X is compact and Y is Hausdorff. Prove that f is a closed map.",7
"Given the matrices A = [[2, -1], [3, 4]] and B = [[x, 2], [1, y]], find the number of integer pairs (x, y) that satisfy det(AB) = 30.",6
"Given vectors u⃗ = (2, -1, 3) and v⃗ = (4, 5, -2), find the angle between them using the dot product formula. Express your answer in radians, rounded to two decimal places.",6
"Let X be a path-connected space and Y be a simply connected space. If f: X → Y is a local homeomorphism, prove that f is a covering map.",7
